X	Y5	Y1	Y_1	Y_4	Y_5	SUMME
-0.4	0.0104209348144226	0.312253933366761	0.381387815460524	0.0789501583008941	0.0283270377416012	0.811339879684203
-0.2	0.0135829692336856	0.3332246028918	0.368270140303323	0.0656158147746766	0.0223945302948429	0.803088057498328
0	0.0175283004935685	0.3520653267643	0.3520653267643	0.0539909665131881	0.0175283004935685	0.793178221028924
0.2	0.0223945302948429	0.368270140303323	0.3332246028918	0.0439835959804272	0.0135829692336856	0.781455838704079
0.4	0.0283270377416012	0.381387815460524	0.312253933366761	0.0354745928462314	0.0104209348144226	0.767864314229541
0.6	0.0354745928462314	0.391042693975456	0.289691552761483	0.0283270377416012	0.00791545158297997	0.752451328907751
0.8	0.0439835959804272	0.396952547477012	0.266085249898755	0.0223945302948429	0.00595253241977585	0.735368456070813
1	0.0539909665131881	0.398942280401433	0.241970724519143	0.0175283004935685	0.00443184841193801	0.716864120339271
1.2	0.0656158147746766	0.396952547477012	0.217852177032551	0.0135829692336856	0.00326681905619992	0.697270327574125
1.4	0.0789501583008941	0.391042693975456	0.194186054983213	0.0104209348144226	0.00238408820146484	0.67698393027545
1.6	0.0940490773768869	0.381387815460524	0.171368592047807	0.00791545158297997	0.00172256893905368	0.656443505407252
1.8	0.110920834679456	0.368270140303323	0.149727465635745	0.00595253241977585	0.00123221916847302	0.636103192206773
2	0.129517595665892	0.3520653267643	0.129517595665892	0.00443184841193801	0.00087268269504576	0.616405049203067
2.2	0.149727465635745	0.3332246028918	0.110920834679456	0.00326681905619992	0.000611901930113772	0.597751624193314
2.4	0.171368592047807	0.312253933366761	0.0940490773768869	0.00238408820146484	0.000424780270550751	0.580480471263471
2.6	0.194186054983213	0.289691552761483	0.0789501583008941	0.00172256893905368	0.00029194692579146	0.564842281910435
2.8	0.217852177032551	0.266085249898755	0.0656158147746766	0.00123221916847302	0.000198655471392773	0.550984116345848
3	0.241970724519143	0.241970724519143	0.0539909665131881	0.00087268269504576	0.000133830225764885	0.538938928472285
3.2	0.266085249898755	0.217852177032551	0.0439835959804272	0.000611901930113772	0.0000892616571771329	0.528622186499023
3.4	0.289691552761483	0.194186054983213	0.0354745928462314	0.000424780270550751	0.0000589430677565399	0.519835923929234
3.6	0.312253933366761	0.171368592047807	0.0283270377416012	0.00029194692579146	0.0000385351967420871	0.512280045278703
3.8	0.3332246028918	0.149727465635745	0.0223945302948429	0.000198655471392773	0.0000249424712900535	0.50557019676507
4	0.3520653267643	0.129517595665892	0.0175283004935685	0.000133830225764885	0.0000159837411069055	0.499261036890632
4.2	0.368270140303323	0.110920834679456	0.0135829692336856	0.0000892616571771329	0.0000101408520654868	0.492873346725707
4.4	0.381387815460524	0.0940490773768869	0.0104209348144226	0.0000589430677565399	0.00000636982517886709	0.485923140544769
4.6	0.391042693975456	0.0789501583008942	0.00791545158297997	0.0000385351967420871	0.00000396129909103208	0.477950800355163
4.8	0.396952547477012	0.0656158147746766	0.00595253241977585	0.0000249424712900535	0.00000243896074589335	0.4685482761035
5	0.398942280401433	0.0539909665131881	0.00443184841193801	0.0000159837411069055	0.0000014867195147343	0.45738256578718
5.2	0.396952547477012	0.0439835959804272	0.00326681905619992	0.0000101408520654868	0.000000897243516238334	0.444214000609221
5.4	0.391042693975456	0.0354745928462314	0.00238408820146484	0.00000636982517886709	0.000000536103534469761	0.428908280951866
5.6	0.381387815460524	0.0283270377416012	0.00172256893905368	0.00000396129909103208	0.000000317134921671598	0.411441700575192
5.8	0.368270140303323	0.0223945302948429	0.00123221916847302	0.00000243896074589335	0.000000185736184455529	0.39189951446357
6	0.3520653267643	0.0175283004935685	0.00087268269504576	0.0000014867195147343	0.000000107697600425433	0.370467904370029
6.2	0.3332246028918	0.0135829692336856	0.000611901930113772	0.000000897243516238334	0.0000000618262050016586	0.34742043312532
6.4	0.312253933366761	0.0104209348144226	0.000424780270550751	0.000000536103534469761	0.0000000351395509482043	0.32310021969482
6.6	0.289691552761483	0.00791545158297997	0.00029194692579146	0.000000317134921671598	0.0000000197731964062447	0.297899288178372
6.8	0.266085249898755	0.00595253241977585	0.000198655471392773	0.000000185736184455529	0.0000000110157636246823	0.272236634541872
7	0.241970724519143	0.00443184841193801	0.000133830225764885	0.000000107697600425433	0.00000000607588284982329	0.24653651693033
7.2	0.217852177032551	0.00326681905619992	0.0000892616571771329	0.0000000618262050016586	0.0000000033178842435473	0.221208322890017
7.4	0.194186054983213	0.00238408820146484	0.0000589430677565399	0.0000000351395509482043	0.00000000179378390796408	0.196629123185769
7.6	0.171368592047807	0.00172256893905368	0.0000385351967420871	0.0000000197731964062447	0.000000000960143337031234	0.173129716916943
7.8	0.149727465635745	0.00123221916847302	0.0000249424712900535	0.0000000110157636246823	0.000000000508814028164504	0.150984638800086
8	0.129517595665892	0.00087268269504576	0.0000159837411069055	0.00000000607588284982329	0.000000000266955661476285	0.130406268444883
8.2	0.110920834679456	0.000611901930113773	0.0000101408520654868	0.0000000033178842435473	0.000000000138667999416532	0.111542880918187
8.4	0.0940490773768869	0.000424780270550751	0.00000636982517886709	0.00000000179378390796408	7.13133E-11	0.0944802293377137
8.6	0.0789501583008942	0.00029194692579146	0.00000396129909103208	0.000000000960143337031234	3.63096E-11	0.0792460675222296
8.8	0.0656158147746766	0.000198655471392772	0.00000243896074589335	0.000000000508814028164504	1.83033E-11	0.0658169097339326
9	0.0539909665131881	0.000133830225764885	0.0000014867195147343	0.000000000266955661476285	9.13472E-12	0.0541262837345581
9.2	0.0439835959804272	0.0000892616571771329	0.000000897243516238334	0.000000000138667999416532	4.51354E-12	0.0440737550243021
9.4	0.0354745928462314	0.0000589430677565399	0.000000536103534469761	7.13133E-11	2.20799E-12	0.0355340720910437
9.6	0.0283270377416012	0.0000385351967420871	0.000000317134921671598	3.63096E-11	1.06938E-12	0.0283658901106439
9.8	0.0223945302948429	0.0000249424712900535	0.000000185736184455529	1.83033E-11	5.12775E-13	0.0224196585211335
10	0.0175283004935685	0.0000159837411069055	0.000000107697600425433	9.13472E-12	2.43432E-13	0.017544391941654
