X	Y5	Y1	Y_1	Y_4	Y_5	SUMME
-2.6	1.14416E-13	0.000611901930113772	0.110920834679456	0.149727465635745	0.0223945302948429	0.283654732540272
-2.4	5.12775E-13	0.00123221916847302	0.149727465635745	0.110920834679456	0.0135829692336856	0.275463488717872
-2.2	2.20799E-12	0.00238408820146484	0.194186054983213	0.0789501583008942	0.00791545158297997	0.28343575307076
-2	9.13472E-12	0.00443184841193801	0.241970724519143	0.0539909665131881	0.00443184841193801	0.304825387865342
-1.8	3.63096E-11	0.00791545158297997	0.289691552761483	0.0354745928462314	0.00238408820146484	0.335465685428469
-1.6	0.000000000138667999416532	0.0135829692336856	0.3332246028918	0.0223945302948429	0.00123221916847302	0.370434321727469
-1.4	0.000000000508814028164504	0.0223945302948429	0.368270140303323	0.0135829692336856	0.000611901930113772	0.40485954227078
-1.2	0.00000000179378390796408	0.0354745928462314	0.391042693975456	0.00791545158297997	0.00029194692579146	0.434724687124243
-1	0.00000000607588284982329	0.0539909665131881	0.398942280401433	0.00443184841193801	0.000133830225764885	0.457498931628207
-0.8	0.0000000197731964062447	0.0789501583008941	0.391042693975456	0.00238408820146484	0.0000589430677565399	0.472435903318768
-0.6	0.0000000618262050016586	0.110920834679456	0.368270140303323	0.00123221916847302	0.0000249424712900535	0.480448198448747
-0.4	0.000000185736184455529	0.149727465635745	0.3332246028918	0.000611901930113772	0.0000101408520654868	0.483574297045908
-0.2	0.000000536103534469761	0.194186054983213	0.289691552761483	0.00029194692579146	0.00000396129909103208	0.484174052073113
0	0.0000014867195147343	0.241970724519143	0.241970724519143	0.000133830225764885	0.0000014867195147343	0.484078252703081
0.2	0.00000396129909103208	0.289691552761483	0.194186054983213	0.0000589430677565399	0.000000536103534469761	0.483941048215078
0.4	0.0000101408520654868	0.3332246028918	0.149727465635745	0.0000249424712900535	0.000000185736184455529	0.482987337587084
0.6	0.0000249424712900535	0.368270140303323	0.110920834679456	0.0000101408520654868	0.0000000618262050016586	0.479226120132339
0.8	0.0000589430677565399	0.391042693975456	0.0789501583008941	0.00000396129909103208	0.0000000197731964062447	0.470055776416394
1	0.000133830225764885	0.398942280401433	0.0539909665131881	0.0000014867195147343	0.00000000607588284982329	0.453068569935783
1.2	0.00029194692579146	0.391042693975456	0.0354745928462314	0.000000536103534469761	0.00000000179378390796408	0.426809771644797
1.4	0.000611901930113772	0.368270140303323	0.0223945302948429	0.000000185736184455529	0.000000000508814028164504	0.391276758773279
1.6	0.00123221916847302	0.3332246028918	0.0135829692336856	0.0000000618262050016586	0.000000000138667999416532	0.348039853258831
1.8	0.00238408820146484	0.289691552761483	0.00791545158297997	0.0000000197731964062447	3.63096E-11	0.299991112355434
2	0.00443184841193801	0.241970724519143	0.00443184841193801	0.00000000607588284982329	9.13472E-12	0.250834427428037
2.2	0.00791545158297997	0.194186054983213	0.00238408820146484	0.00000000179378390796408	2.20799E-12	0.20448559656365
2.4	0.0135829692336856	0.149727465635745	0.00123221916847302	0.000000000508814028164504	5.12775E-13	0.16454265454723
2.6	0.0223945302948429	0.110920834679456	0.000611901930113772	0.000000000138667999416532	1.14416E-13	0.133927267043195
2.8	0.0354745928462314	0.0789501583008942	0.00029194692579146	3.63096E-11	2.45286E-14	0.114716698109251
3	0.0539909665131881	0.0539909665131881	0.000133830225764885	9.13472E-12	5.05227E-15	0.108115763261281
3.2	0.0789501583008942	0.0354745928462314	0.0000589430677565399	2.20799E-12	9.99838E-16	0.114483694217091
3.4	0.110920834679456	0.0223945302948429	0.0000249424712900535	5.12775E-13	1.90108E-16	0.133340307446101
3.6	0.149727465635745	0.0135829692336856	0.0000101408520654868	1.14416E-13	3.47296E-17	0.16332057572161
3.8	0.194186054983213	0.00791545158297997	0.00000396129909103208	2.45286E-14	6.09576E-18	0.202105467865308
4	0.241970724519143	0.00443184841193801	0.0000014867195147343	5.05227E-15	1.02798E-18	0.246404059650601
4.2	0.289691552761483	0.00238408820146484	0.000000536103534469761	9.99838E-16	1.66559E-19	0.292076177066483
4.4	0.3332246028918	0.00123221916847302	0.000000185736184455529	1.90108E-16	2.59286E-20	0.334457007796457
4.6	0.368270140303323	0.000611901930113773	0.0000000618262050016586	3.47296E-17	3.87811E-21	0.368882104059642
4.8	0.391042693975456	0.00029194692579146	0.0000000197731964062447	6.09576E-18	5.573E-22	0.391334660674444
5	0.398942280401433	0.000133830225764885	0.00000000607588284982329	1.02798E-18	7.6946E-23	0.39907611670308
5.2	0.391042693975456	0.0000589430677565399	0.00000000179378390796408	1.66559E-19	1.02073E-23	0.391101638836996
5.4	0.368270140303323	0.0000249424712900535	0.000000000508814028164504	2.59286E-20	1.30096E-24	0.368295083283427
5.6	0.3332246028918	0.0000101408520654868	0.000000000138667999416532	3.87811E-21	1.59311E-25	0.333234743882533
5.8	0.289691552761483	0.00000396129909103208	3.63096E-11	5.573E-22	1.87437E-26	0.289695514096883
6	0.241970724519143	0.0000014867195147343	9.13472E-12	7.6946E-23	2.11882E-27	0.241972211247793
6.2	0.194186054983213	0.000000536103534469761	2.20799E-12	1.02073E-23	2.30123E-28	0.194186591088955
6.4	0.149727465635745	0.000000185736184455529	5.12775E-13	1.30096E-24	2.40135E-29	0.149727651372442
6.6	0.110920834679456	0.0000000618262050016586	1.14416E-13	1.59311E-25	2.40756E-30	0.110920896505775
6.8	0.0789501583008942	0.0000000197731964062447	2.45286E-14	1.87437E-26	2.31915E-31	0.0789501780741151
7	0.0539909665131881	0.00000000607588284982329	5.05227E-15	2.11882E-27	2.14638E-32	0.053990972589076
7.2	0.0354745928462314	0.00000000179378390796408	9.99838E-16	2.30123E-28	1.9086E-33	0.0354745946400163
7.4	0.0223945302948429	0.000000000508814028164504	1.90108E-16	2.40135E-29	1.63061E-34	0.0223945308036571
7.6	0.0135829692336856	0.000000000138667999416532	3.47296E-17	2.40756E-30	1.33849E-35	0.0135829693723537
7.8	0.00791545158297997	3.63096E-11	6.09576E-18	2.31915E-31	1.05562E-36	0.00791545161928959
8	0.00443184841193801	9.13472E-12	1.02798E-18	2.14638E-32	7.99883E-38	0.00443184842107273
8.2	0.00238408820146485	2.20799E-12	1.66559E-19	1.9086E-33	5.82338E-39	0.00238408820367284
8.4	0.00123221916847302	5.12775E-13	2.59286E-20	1.63061E-34	4.07335E-40	0.00123221916898579
8.6	0.000611901930113773	1.14416E-13	3.87811E-21	1.33849E-35	2.73751E-41	0.000611901930228189
8.8	0.00029194692579146	2.45286E-14	5.573E-22	1.05562E-36	1.76762E-42	0.000291946925815988
9	0.000133830225764885	5.05227E-15	7.6946E-23	7.99883E-38	1.09661E-43	0.000133830225769938
9.2	0.0000589430677565401	9.99838E-16	1.02073E-23	5.82338E-39	6.53643E-45	0.0000589430677575399
9.4	0.0000249424712900535	1.90108E-16	1.30096E-24	4.07335E-40	3.74333E-46	0.0000249424712902436
9.6	0.0000101408520654868	3.47296E-17	1.59311E-25	2.73751E-41	2.0597E-47	0.0000101408520655215
9.8	0.00000396129909103206	6.09576E-18	1.87437E-26	1.76762E-42	1.08888E-48	0.00000396129909103816
10	0.0000014867195147343	1.02798E-18	2.11882E-27	1.09661E-43	5.53071E-50	0.00000148671951473533
