X	Y5	Y1	Y_1	Y_4	Y_5	SUMME
-4.8	1.09661E-43	4.93273E-16	0.000000159115988897109	0.207629558115201	0.382986759944212	0.590616477175402
-4.6	5.74781E-42	5.05227E-15	0.000000720422256757144	0.276295185534501	0.338847935756787	0.61514384171355
-4.4	2.77652E-40	4.76907E-14	0.00000300613036126873	0.338847935756787	0.276295185534501	0.615146127421697
-4.2	1.23608E-38	4.14885E-13	0.0000115604805554732	0.382986759944212	0.207629558115201	0.590627878540383
-4	5.07156E-37	3.32636E-12	0.0000409723953324408	0.398942280401433	0.143797862748868	0.54278111554896
-3.8	1.91771E-35	2.45787E-11	0.000133830225764885	0.382986759944212	0.091783173964108	0.474903764158664
-3.6	6.683E-34	0.000000000167376513749469	0.000402869561607151	0.338847935756788	0.0539909665131881	0.393241771998959
-3.4	2.14638E-32	0.00000000105045695309643	0.00111769186648184	0.276295185534501	0.0292702560291608	0.3066831344806
-3.2	6.35317E-31	0.00000000607588284982326	0.00285776895737511	0.207629558115201	0.014624442851932	0.225111776000391
-3	1.73309E-29	0.00000003238828202534	0.00673409947523024	0.143797862748868	0.00673409947523024	0.157266094087611
-2.8	4.35712E-28	0.000000159115988897109	0.014624442851932	0.091783173964108	0.00285776895737511	0.109265544889404
-2.6	1.00954E-26	0.000000720422256757142	0.0292702560291608	0.0539909665131881	0.00111769186648184	0.0843796348310874
-2.4	2.15575E-25	0.00000300613036126874	0.0539909665131881	0.0292702560291608	0.000402869561607151	0.0836670982343172
-2.2	4.24247E-24	0.0000115604805554732	0.091783173964108	0.014624442851932	0.000133830225764885	0.10655300752236
-2	7.6946E-23	0.0000409723953324408	0.143797862748868	0.00673409947523024	0.0000409723953324408	0.150613907014763
-1.8	1.28618E-21	0.000133830225764885	0.2076295581152	0.00285776895737511	0.0000115604805554732	0.210632717778896
-1.6	1.98136E-20	0.000402869561607151	0.276295185534501	0.00111769186648184	0.00000300613036126874	0.277818753092951
-1.4	2.81302E-19	0.00111769186648184	0.338847935756788	0.000402869561607151	0.000000720422256757142	0.340369217607133
-1.2	3.6807E-18	0.00285776895737511	0.382986759944212	0.000133830225764885	0.000000159115988897109	0.385978518243341
-1	4.43849E-17	0.00673409947523024	0.398942280401433	0.0000409723953324408	0.00000003238828202534	0.405717384660277
-0.8	4.93273E-16	0.014624442851932	0.382986759944212	0.0000115604805554732	0.00000000607588284982326	0.397622769352583
-0.6	5.05227E-15	0.0292702560291608	0.338847935756788	0.00000300613036126874	0.00000000105045695309643	0.368121198966772
-0.4	4.76907E-14	0.0539909665131881	0.276295185534501	0.000000720422256757142	0.000000000167376513749469	0.33028687263737
-0.2	4.14885E-13	0.091783173964108	0.2076295581152	0.000000159115988897109	2.45787E-11	0.299412891220291
0	3.32636E-12	0.143797862748868	0.143797862748868	0.00000003238828202534	3.32636E-12	0.287595757892671
0.2	2.45787E-11	0.2076295581152	0.091783173964108	0.00000000607588284982326	4.14885E-13	0.299412738180185
0.4	0.000000000167376513749469	0.276295185534501	0.0539909665131881	0.00000000105045695309643	4.76907E-14	0.33028615326557
0.6	0.00000000105045695309643	0.338847935756788	0.0292702560291608	0.000000000167376513749469	5.05227E-15	0.368118193003787
0.8	0.00000000607588284982326	0.382986759944212	0.014624442851932	2.45787E-11	4.93273E-16	0.397611208896606
1	0.00000003238828202534	0.398942280401433	0.00673409947523024	3.32636E-12	4.43849E-17	0.405676412268271
1.2	0.000000159115988897109	0.382986759944212	0.00285776895737511	4.14885E-13	3.6807E-18	0.385844688017991
1.4	0.000000720422256757142	0.338847935756788	0.00111769186648184	4.76907E-14	2.81302E-19	0.339966348045574
1.6	0.00000300613036126874	0.276295185534501	0.000402869561607151	5.05227E-15	1.98136E-20	0.276701061226474
1.8	0.0000115604805554732	0.2076295581152	0.000133830225764885	4.93273E-16	1.28618E-21	0.207774948821521
2	0.0000409723953324408	0.143797862748868	0.0000409723953324408	4.43849E-17	7.6946E-23	0.143879807539533
2.2	0.000133830225764885	0.091783173964108	0.0000115604805554732	3.6807E-18	4.24247E-24	0.0919285646704283
2.4	0.000402869561607151	0.0539909665131881	0.00000300613036126874	2.81302E-19	2.15575E-25	0.0543968422051565
2.6	0.00111769186648184	0.0292702560291608	0.000000720422256757142	1.98136E-20	1.00954E-26	0.0303886683178993
2.8	0.00285776895737511	0.014624442851932	0.000000159115988897109	1.28618E-21	4.35712E-28	0.017482370925296
3	0.00673409947523024	0.00673409947523024	0.00000003238828202534	7.6946E-23	1.73309E-29	0.0134682313387425
3.2	0.014624442851932	0.00285776895737511	0.00000000607588284982326	4.24247E-24	6.35317E-31	0.01748221788519
3.4	0.0292702560291608	0.00111769186648184	0.00000000105045695309643	2.15575E-25	2.14638E-32	0.0303879489460995
3.6	0.0539909665131881	0.000402869561607151	0.000000000167376513749469	1.00954E-26	6.683E-34	0.0543938362421717
3.8	0.091783173964108	0.000133830225764885	2.45787E-11	4.35712E-28	1.91771E-35	0.0919170042144515
4	0.143797862748868	0.0000409723953324408	3.32636E-12	1.73309E-29	5.07156E-37	0.143838835147527
4.2	0.207629558115201	0.0000115604805554732	4.14885E-13	6.35317E-31	1.23608E-38	0.207641118596171
4.4	0.276295185534501	0.00000300613036126873	4.76907E-14	2.14638E-32	2.77652E-40	0.27629819166491
4.6	0.338847935756787	0.000000720422256757144	5.05227E-15	6.683E-34	5.74781E-42	0.338848656179049
4.8	0.382986759944212	0.000000159115988897109	4.93273E-16	1.91771E-35	1.09661E-43	0.382986919060202
5	0.398942280401433	0.00000003238828202534	4.43849E-17	5.07156E-37	1.92818E-45	0.398942312789715
5.2	0.382986759944212	0.00000000607588284982326	3.6807E-18	1.23608E-38	3.12457E-47	0.382986766020095
5.4	0.338847935756787	0.00000000105045695309643	2.81302E-19	2.77652E-40	4.66638E-49	0.338847936807244
5.6	0.276295185534501	0.000000000167376513749469	1.98136E-20	5.74781E-42	6.42271E-51	0.276295185701877
5.8	0.207629558115201	2.45787E-11	1.28618E-21	1.09661E-43	8.14711E-53	0.207629558139779
6	0.143797862748868	3.32636E-12	7.6946E-23	1.92818E-45	9.52437E-55	0.143797862752195
6.2	0.091783173964108	4.14885E-13	4.24247E-24	3.12457E-47	1.02616E-56	0.0917831739645229
6.4	0.053990966513188	4.76907E-14	2.15575E-25	4.66638E-49	1.01893E-58	0.0539909665132357
6.6	0.0292702560291608	5.05227E-15	1.00954E-26	6.42271E-51	9.32435E-61	0.0292702560291659
6.8	0.014624442851932	4.93273E-16	4.35712E-28	8.14711E-53	7.86396E-63	0.0146244428519325
7	0.00673409947523024	4.43849E-17	1.73309E-29	9.52437E-55	6.11238E-65	0.00673409947523028
7.2	0.00285776895737511	3.6807E-18	6.35317E-31	1.02616E-56	4.37852E-67	0.00285776895737511
7.4	0.00111769186648184	2.81302E-19	2.14638E-32	1.01893E-58	2.89063E-69	0.00111769186648184
7.6	0.000402869561607152	1.98136E-20	6.683E-34	9.32435E-61	1.75875E-71	0.000402869561607152
7.8	0.000133830225764885	1.28618E-21	1.91771E-35	7.86396E-63	9.86196E-74	0.000133830225764885
8	0.0000409723953324408	7.6946E-23	5.07156E-37	6.11238E-65	5.09647E-76	0.0000409723953324408
8.2	0.0000115604805554733	4.24247E-24	1.23608E-38	4.37852E-67	2.4273E-78	0.0000115604805554733
8.4	0.00000300613036126873	2.15575E-25	2.77652E-40	2.89063E-69	1.06543E-80	0.00000300613036126873
8.6	0.000000720422256757144	1.00954E-26	5.74781E-42	1.75875E-71	4.30997E-83	0.000000720422256757144
8.8	0.000000159115988897108	4.35712E-28	1.09661E-43	9.86196E-74	1.60683E-85	0.000000159115988897108
9	0.00000003238828202534	1.73309E-29	1.92818E-45	5.09647E-76	5.52095E-88	0.00000003238828202534
9.2	0.00000000607588284982331	6.35317E-31	3.12457E-47	2.4273E-78	1.74825E-90	0.00000000607588284982331
9.4	0.00000000105045695309643	2.14638E-32	4.66638E-49	1.06543E-80	5.10203E-93	0.00000000105045695309643
9.6	0.000000000167376513749469	6.683E-34	6.42271E-51	4.30997E-83	1.37224E-95	0.000000000167376513749469
9.8	2.45787E-11	1.91771E-35	8.14711E-53	1.60683E-85	3.40143E-98	2.45787E-11
10	3.32636E-12	5.07156E-37	9.52437E-55	5.52095E-88	7.77038E-101	3.32636E-12
